district-name,state,nces-id,website-url
BLACKWELL,Oklahoma,4004630,http://www.blackwell.k12.ok.us
BLACKWELL CISD,Texas,4800005,http://www.blackwellhornets.org
BLADEN COUNTY SCHOOLS,North Carolina,3700390,http://www.bladen.k12.nc.us
BLAINE,Montana,3000011,NA
BLAINE COUNTY DISTRICT,Idaho,1600300,NA
BLAINE SCHOOL DISTRICT,Washington,5300570,http://www.blainesd.org
BLAIR,Oklahoma,4004650,http://www.blairschool.org
BLAIR COMMUNITY SCHOOLS,Nebraska,3104100,NA
BLAIR OAKS R-II,Missouri,2909930,http://www.blairoaks.k12.mo.us
BLAIR-TAYLOR SCHOOL DISTRICT,Wisconsin,5500016,http://btsd.k12.wi.us
BLAIRSTOWN ELEMENTARY TOWNSHIP SCHOOL DISTRICT,New Jersey,3401800,http://www.blairstownelem.net
BLAIRSVILLE-SALTSBURG SD,Pennsylvania,4203750,http://www.b-ssd.org
BLAKE ELEMENTARY,California,0605250,http://kcsos.kern.org/blakesd
BLANCHARD,Oklahoma,4004680,http://www.blanchard.k12.ok.us
BLANCHESTER LOCAL,Ohio,3904638,http://www.blanschools.org/
BLANCO ISD,Texas,4810320,http://www.blancoisd.org/
BLAND CO PBLC SCHS,Virginia,5100390,http://www.bland.k12.va.us
BLAND ISD,Texas,4810350,http://www.blandisd.us
BLANKET ISD,Texas,4810380,http://www.blanketisd.net
BLAST IU 17,Pennsylvania,4289270,http://www.iu17.org
BLECKLEY COUNTY,Georgia,1300440,http://www.bleckley.k12.ga.us
BLEDSOE COUNTY,Tennessee,4700270,http://www.bledsoe.k12.tn.us/home.html
BLENDED LEARNING ACADEMIES CREDIT RECOVERY HIGH SCHOOL,MICHIGAN,2601072,http://www.blendedacademies.org
BLEVINS SCHOOL DISTRICT,Arkansas,0503300,http://hornet.swsc.k12.ar.us
BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,New York,3624630,http://www.blindbrook.org
BLISS JOINT DISTRICT,Idaho,1600330,NA
BLISSFIELD COMMUNITY SCHOOLS,Michigan,2606000,http://www.blissfieldschools.us
BLOCHMAN UNION ELEMENTARY,California,0605280,http://blochmanusd.org
BLOOM TWP HSD 206,Illinois,1706420,NA
BLOOM-CARROLL LOCAL,Ohio,3904686,http://www.bloom-carroll.k12.oh.us/
BLOOM-VERNON LOCAL,Ohio,3904959,http://www.bv.k12.oh.us/
BLOOMBURG ISD,Texas,4810440,http://www.bloomburgisd.net/
BLOOMER SCHOOL DISTRICT,Wisconsin,5501350,http://www.bloomer.k12.wi.us
BLOOMFIELD COMMUNITY SCHOOLS,Nebraska,3104140,NA
BLOOMFIELD ELEM,Montana,3004200,NA
BLOOMFIELD HILLS SCHOOLS,Michigan,2606090,http://www.bloomfield.org
BLOOMFIELD R-XIV,Missouri,2905250,http://www.bps14.org
BLOOMFIELD SCHOOL DISTRICT,Indiana,1800600,http://www.bsd.k12.in.us/
BLOOMFIELD SCHOOL DISTRICT,Connecticut,0900330,http://www.blmfld.org/
BLOOMFIELD SCHOOL DISTRICT,Vermont,5002280,NA
BLOOMFIELD SCHOOLS,New Mexico,3500240,NA
BLOOMFIELD TOWNSHIP SCHOOL DISTRICT,New Jersey,3401830,http://www.bloomfield.k12.nj.us
BLOOMFIELD-MESPO LOCAL,Ohio,3905009,http://www.bloomfield-mespo.org/
BLOOMING GROVE ISD,Texas,4810470,http://www.BGISD.org
BLOOMING PRAIRIE PUBLIC SCHOOL DIST,Minnesota,2705760,http://www.blossoms.k12.mn.us
BLOOMINGDALE PUBLIC SCHOOL DISTRICT,Michigan,2606270,http://www.bdalecards.org
BLOOMINGDALE SCHOOL DISTRICT,New Jersey,3401860,http://www.bloomingdaleschools.org
BLOOMINGDALE SD 13,Illinois,1706450,NA
BLOOMINGTON AREA CAREER CENTER,Illinois,1700036,NA
BLOOMINGTON ISD,Texas,4810500,http://www.bisd-tx.org/
BLOOMINGTON PUBLIC SCHOOL DISTRICT,Minnesota,2705790,http://www.bloomington.k12.mn.us/
BLOOMINGTON SD 87,Illinois,1706480,NA
BLOOMSBURG AREA SD,Pennsylvania,4203840,http://bloomsburgasd.schoolwires.com/site/default.aspx?PageID=1
BLOOMSBURY SCHOOL DISTRICT,New Jersey,3401890,http://www.bburyes.com
BLOUNT COUNTY,Alabama,0100420,http://www.blountboe.net
BLOUNT COUNTY,Tennessee,4700300,http://www.blountk12.org/
BLP SCHS SELF-INC. WORKERS COMPENSATION,California,0601350,NA
BLUE ADOBE PROJECT,Arizona,0400771,http://www.skyislands.org
BLUE CREEK ELEM,Montana,3004230,NA
BLUE EARTH AREA PUBLIC SCHOOL,Minnesota,2700130,http://www.blueearth.k12.mn.us/dist/beas.html
BLUE ELEMENTARY DISTRICT,Arizona,0401230,NA
BLUE EYE R-V,Missouri,2905280,http://www.blueeye.k12.mo.us
BLUE HILL PUBLIC SCHOOLS,Maine,2303210,http://www.schoolunion93.org
BLUE HILL PUBLIC SCHOOLS,Nebraska,3104200,NA
BLUE HILLS REGIONAL VOCATIONAL TECHNICAL,Massachusetts,2502740,http://www.bluehills.org
BLUE LAKE UNION ELEMENTARY,California,0605400,http://www.humboldt.k12.ca.us/bluelake
BLUE MOUNTAIN SD,Pennsylvania,4203870,http://www.bmsd.org
BLUE MOUNTAIN SUPERVISORY DISTRICT,Vermont,5099957,http://www.bmuschool.org/modules/cms/pages.phtml?pageid=214702
BLUE MOUNTAIN USD #21,Vermont,5008224,http://www.bmuschool.org/
BLUE RIDGE CUSD 18,Illinois,1700003,NA
BLUE RIDGE GOV SCHOOL,Virginia,5100062,http://www.brvgs.k12.va.us/
BLUE RIDGE ISD,Texas,4810590,http://www.brisd.net
BLUE RIDGE SD,Pennsylvania,4203900,http://www.brsd.org
BLUE RIDGE UNIFIED SCHOOL DISTRICT NO. 32,Arizona,0406580,NA
BLUE RIVER CAREER PROGRAMS,Indiana,1800009,http://www.brcp.net
BLUE RIVER VALLEY SCHOOLS,Indiana,1800660,http://www.brv.k12.in.us/
BLUE SPRINGS R-IV,Missouri,2905310,http://www.bssd.net
BLUE VALLEY,Kansas,2012000,http://www.bluevalleyk12.org
BLUE VALLEY,Kansas,2010980,http://www.usd384.org
BLUE WATER MIDDLE COLLEGE,Michigan,2600992,http://www.sccresa.org/bwmc
BLUEJACKET,Oklahoma,4004830,http://www.bluejacket.k12.ok.us
BLUEPRINT EDUCATION,Arizona,0400636,NA
BLUESKY CHARTER SCHOOL,Minnesota,2700193,http://www.blueskyschool.org
BLUESTEM,Kansas,2008550,http://www.usd205.com
BLUFF DALE ISD,Texas,4810620,http://www.bdisd.net
BLUFFTON EXEMPTED VILLAGE,Ohio,3904521,http://www.bluffton.noacsc.org/
BLUFFVIEW MONTESSORI,Minnesota,2705850,http://www.bluffviewmontessori.org/
BLUFORD UNIT SCHOOL DISTRICT 318,ILLINOIS,1701417,NA
BLUM ISD,Texas,4810650,http://www.blumisd.net
BLYTHEVILLE SCHOOL DISTRICT,Arkansas,0503320,http://bythevilleschools.com
BMP TRI COUNTY SPECIAL ED COOP,Illinois,1700164,NA
BND/CHRSTN/EFFNGH/FYTT/MNTGMR ROE,Illinois,1700165,NA
BOARDMAN LOCAL,Ohio,3904830,http://www.boardman.k12.oh.us/
BOAZ CITY,Alabama,0100012,http://www.boazk12.org
BOB HOPE SCHOOL,Texas,4801410,http://www.bobhopeschool.org
BOERNE ISD,Texas,4810710,http://www.boerneisd.net
BOGOTA PUBLIC SCHOOL DISTRICT,New Jersey,3401920,http://www.bogotaboe.com
BOGUS ELEMENTARY,California,0605490,http://www.sisnet.ssku.k12.ca.us/~bogusftp
BOIS BLANC PINES SCHOOL DISTRICT,Michigan,2606300,http://boisblanc.schoolwires.com/boisblanc
BOISE CITY,Oklahoma,4004860,http://www.boisecity.k12.ok.us
BOISE INDEPENDENT DISTRICT,Idaho,1600360,NA
BOISTFORT SCHOOL DISTRICT,Washington,5300630,NA
BOKOSHE,Oklahoma,4004950,http://www.bokosheschool.org
BOLD KIDS AFTER SCHOOL PROG,North Carolina,3700156,NA
BOLES ISD,Texas,4810740,http://bolesisd.com
BOLINAS-STINSON UNION,California,0605520,http://www.bolinas-stinson.org
BOLING ISD,Texas,4810780,http://www.bolingisd.net/
BOLIVAR R-I,Missouri,2905370,http://www.bolivarschools.org
BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,New York,3600012,http://www.brcs.wnyric.org
BOLTON CENTRAL SCHOOL DISTRICT,New York,3605010,http://www.boltoncsd.org
BOLTON SCHOOL DISTRICT,Connecticut,0900360,http://www.boltonpublicschools.com
BON HOMME SCHOOL DISTRICT 04-2,South Dakota,4607400,http://www.bonhomme.k12.sd.us
BONCL R-X,Missouri,2905400,http://www.bonclbluejays.com
BOND COUNTY CUSD 2,Illinois,1717730,NA
BOND FAYETTE EFFINGHAM EFE 410,Illinois,1700234,NA
BONDUEL SCHOOL DISTRICT,Wisconsin,5501470,http://www.bonduel.k12.wi.us
BONDURANT-FARRAR COMM SCHOOL DISTRICT,Iowa,1905070,http://www.bondurant.k12.ia.us
BONHAM ISD,Texas,4810800,http://www.bonhamisd.org/
BONITA ELEMENTARY DISTRICT,Arizona,0401260,http://www.bonita.k12.az.us
BONITA UNIFIED,California,0605610,http://www.bonita.k12.ca.us
BONNER ELEM,Montana,3004260,http://bonner.k12.mt.us
BONNER SPRINGS,Kansas,2004050,http://www.usd204.net
BONNEVILLE ACADEMY,UTAH,4900195,http://www.bonnevilleacademy.org
BONNEVILLE JOINT DISTRICT,Idaho,1600930,NA
BONNY DOON UNION ELEMENTARY,California,0605640,http://www.bonnydoon.santacruz.k12.ca.us
BONSALL UNIFIED,CALIFORNIA,0601426,http://www.bonsallusd.com
BOOKER ISD,Texas,4810830,http://www.bookerisd.net
BOOKER T WASHINGTON ACADEMY D,CONNECTICUT,0900217,NA
BOONE CENTRAL SCHOOLS,Nebraska,3102820,NA
BOONE COMM SCHOOL DISTRICT,Iowa,1905130,http://www.boone.k12.ia.us
BOONE COUNTY,Kentucky,2100510,NA
BOONE COUNTY  SCHOOLS,West Virginia,5400090,NA
BOONE COUNTY SPEC EDUC COOP,Illinois,1700018,NA
BOONE-APACHE,Oklahoma,4005010,http://www.apacheps.org
BOONE/WINNEBAGO ROE,Illinois,1700166,NA
BOONEVILLE SCHOOL DIST,Mississippi,2800820,NA
BOONEVILLE SCHOOL DISTRICT,Arkansas,0503450,http://www.booneville.k12.ar.us
BOONTON TOWN SCHOOL DISTRICT,New Jersey,3401950,http://www.boontonschools.org
BOONTON TOWNSHIP SCHOOL DISTRICT,New Jersey,3401980,http://www.rvsnj.org
BOONVILLE R-I,Missouri,2905580,http://www.boonville.k12.mo.us/
BOOTHBAY-BOOTHBAY HBR CSD,Maine,2303290,http://aos98schools.org
BORDEN COUNTY ISD,Texas,4810860,http://www.bcisd.net/
BORDENTOWN REGIONAL SCHOOL DISTRICT,New Jersey,3402030,http://www.bordentown.k12.nj.us
BORGER ISD,Texas,4810890,http://www.borgerisd.net
BORREGO SPRINGS UNIFIED,California,0605700,NA
BOSCOBEL AREA SCHOOL DISTRICT,Wisconsin,5501500,http://www.boscobel.k12.wi.us
BOSQUEVILLE ISD,Texas,4810910,http://www.bosquevilleisd.org
BOSSIER PARISH,Louisiana,2200270,NA
BOSTON,Massachusetts,2502790,http://bostonpublicschools.org
BOSTON COLLEGIATE CHARTER (DISTRICT),Massachusetts,2500053,http://www.bostoncollegiate.org
BOSTON DAY AND EVENING ACADEMY CHARTER (DISTRICT),Massachusetts,2500049,http://www.bacademy.org
BOSTON GREEN ACADEMY HORACE MANN CHARTER SCHOOL (DISTRICT),Massachusetts,2500526,http://www.bostongreenacademy.org
BOSTON PREPARATORY CHARTER PUBLIC (DISTRICT),Massachusetts,2500080,http://www.bostonprep.org
BOSTON RENAISSANCE CHARTER PUBLIC (DISTRICT),Massachusetts,2500039,http://www.bostonrenaissance.org
BOSWELL,Oklahoma,4005040,http://www.boswellschools.org
BOSWORTH R-V,Missouri,2905610,NA
BOTETOURT CO PBLC SCHS,Virginia,5100420,http://www.bcps.k12.va.us
BOTKINS LOCAL,Ohio,3904976,http://www.botkins.k12.oh.us/
BOTTINEAU 1,North Dakota,3803060,http://www.bottineau.k12.nd.us/
BOULDER ELEM,Montana,3004380,NA
BOULDER RE-1J ST VRAIN,Colorado,0800263,NA
BOULDER RE-2 BOULDER,Colorado,0800227,NA
BOULDER VALLEY SCHOOL DISTRICT NO. RE2,Colorado,0802490,http://www.bvsd.org
BOUND BROOK SCHOOL DISTRICT,New Jersey,3402100,http://www.bbrook.org
BOUNDARY COUNTY DISTRICT,Idaho,1600420,NA
BOURBON COUNTY,Kentucky,2100540,NA
BOURBONNAIS SD 53,Illinois,1706750,NA
BOURNE,Massachusetts,2502820,http://www.bourneps.org
BOUSE ELEMENTARY DISTRICT,Arizona,0401290,http://www.bouseschool.org
BOVINA ISD,Texas,4810950,http://www.bovinaisd.org
BOW SAU OFFICE,New Hampshire,3300024,NA
BOW SCHOOL DISTRICT,New Hampshire,3301950,NA
BOWBELLS 14,North Dakota,3803090,http://www.bowbells.k12.nd.us
BOWDLE SCHOOL DISTRICT 22-1,South Dakota,4607800,http://www.bowdle.k12.sd.us
BOWERBANK PUBLIC SCHOOLS,Maine,2303390,NA
BOWIE ISD,Texas,4810990,http://www.bowieisd.net/
BOWIE UNIFIED DISTRICT,Arizona,0401330,http://www.bowieschools.org
BOWLEGS,Oklahoma,4005130,http://www.bowlegs.k12.ok.us
BOWLER SCHOOL DISTRICT,Wisconsin,5501560,http://www.bowler.k12.wi.us
BOWLING GREEN CITY SCHOOL DISTRICT,Ohio,3904363,http://www.bgcs.k12.oh.us/
BOWLING GREEN INDEPENDENT,Kentucky,2100570,NA
BOWLING GREEN R-I,Missouri,2905660,http://www.bgschools.k12.mo.us
BOWMAN CO 1,North Dakota,3803200,http://www.bowman.k12.nd.us
BOWRING,Oklahoma,4005160,http://www.bowringps.k12.ok.us
BOX ELDER DISTRICT,Utah,4900090,http://www.besd.net
BOX ELDER ELEM,Montana,3004440,NA
BOX ELDER H S,Montana,3004500,NA
BOXFORD,Massachusetts,2502880,http://www.tritownschoolunion.com
BOYCEVILLE COMMUNITY SCHOOL DISTRICT,Wisconsin,5501590,http://www.boyceville.k12.wi.us
BOYD COUNTY,Kentucky,2100620,NA
BOYD COUNTY SCHOOLS,NEBRASKA,3100187,NA
BOYD ISD,Texas,4811010,http://www.boydisd.net
BOYD SCHOOL,Alabama,0100020,NA
BOYDEN-HULL COMM SCHOOL DISTRICT,Iowa,1905190,http://www.boyden-hull.k12.ia.us
BOYER VALLEY COMM SCHOOL DISTRICT,Iowa,1909570,http://www.boyer-valley.k12.ia.us
BOYERTOWN AREA SD,Pennsylvania,4203960,http://www.boyertownasd.org/
BOYLE COUNTY,Kentucky,2100630,NA
BOYLSTON,Massachusetts,2502910,http://www.bbrsd.org
BOYNE CITY PUBLIC SCHOOLS,Michigan,2606500,http://www.boyne.k12.mi.us
BOYNE FALLS PUBLIC SCHOOL DISTRICT,Michigan,2606510,http://www.boynefalls.org
BOYS & GIRLS CLUBS OF THE EAST VALLEY DBA MESA ARTS ACADEMY,Arizona,0400033,NA
BOYS LATIN OF PHILADELPHIA CS,Pennsylvania,4200760,NA
BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,NEW YORK,3601115,http://www.publicprep.org
BOYS RANCH ISD,Texas,4811040,http://www.boysranchisd.org
BOYS TOWN INTERIM PRG SCHS,Nebraska,3100146,NA
BOZEMAN ELEM,Montana,3004560,http://www.bsd7.org
BOZEMAN H S,Montana,3004590,http://www.bsd7.org
BOZRAH SCHOOL DISTRICT,Connecticut,0900390,http://www.fmsbozrahct.org
BRACEVILLE SD 75,Illinois,1706840,NA
BRACKEN COUNTY,Kentucky,2100660,NA
BRACKETT ISD,Texas,4811070,http://www.brackettisd.net
BRADFORD,Tennessee,4701390,NA
BRADFORD,Florida,1200120,http://www.bradfordschools.org/
BRADFORD ACADEMY,Michigan,2600284,http://www.bradfordacademy.com/
BRADFORD AREA SD,Pennsylvania,4204020,http://www.bradfordareaschools.org
BRADFORD CENTRAL SCHOOL DISTRICT,New York,3605220,http://www.bradfordcsd.org
BRADFORD CUSD 1,Illinois,1706880,NA
BRADFORD EXEMPTED VILLAGE,Ohio,3904522,http://www.bradford.k12.oh.us/
BRADFORD INCORPORATED SCHOOL DISTRICT,Vermont,5002340,NA
BRADFORD PREPARATORY SCHOOL,North Carolina,3700356,http://www.bradfordprep.org
BRADFORD SCHOOL DISTRICT,Arkansas,0503480,http://bradford.k12.ar.us
BRADLEY ACADEMY OF EXCELLENCE  INC.,Arizona,0400609,NA
BRADLEY BEACH ELEMENTARY SCHOOL DISTRICT,New Jersey,3402130,http://www.bbesnj.org
BRADLEY BOURBONNAIS CHSD 307,Illinois,1706960,NA
BRADLEY COUNTY,Tennessee,4700330,http://www.bradleyschools.org/
BRADLEY SD 61,Illinois,1706930,NA
BRADLEY UNION ELEMENTARY,California,0605730,http://bradleyusd-ca.schoolloop.com//
BRADLEYVILLE R-I,Missouri,2905700,http://bradleyville.k12.mo.us
BRADY ISD,Texas,4811110,http://www.bradyisd.org
BRADY PUBLIC SCHOOLS,Nebraska,3104290,NA
BRAGGS,Oklahoma,4005280,http://www.braggs.k12.ok.us
BRAHAM PUBLIC SCHOOL DISTRICT,Minnesota,2706060,http://www.braham.k12.mn.us/
BRAINERD PUBLIC SCHOOL DISTRICT,Minnesota,2706090,http://www.isd181.org/
BRAINTREE,Massachusetts,2502940,http://www.braintreeschools.org
BRANCH ISD,Michigan,2680180,NA
BRANCH LINE SCHOOL,Michigan,2601042,http://www.branchlineschool.org
BRANCHBURG TOWNSHIP SCHOOL DISTRICT,New Jersey,3402160,http://www.branchburg.k12.nj.us
BRANDON SCHOOL DISTRICT IN THE COUNTIES OF OAKLAND AND LAPEE,Michigan,2606570,http://brandonschooldistrict.org
BRANDON VALLEY SCHOOL DISTRICT 49-2,South Dakota,4607950,http://www.brandonvalleyschools.com
BRANDON-EVANSVILLE PUBLIC SCHOOLS,Minnesota,2700382,http://www.b-e.k12.mn.us/
BRANDYWINE COMMUNITY SCHOOLS,Michigan,2606600,http://www.brandywinebobcats.org
BRANDYWINE HEIGHTS AREA SD,Pennsylvania,4204050,http://www.bhasd.org
BRANDYWINE SCHOOL DISTRICT,Delaware,1001240,http://www.bsd.k12.de.us
BRANFORD SCHOOL DISTRICT,Connecticut,0900420,http://www.branford.k12.ct.us/
BRANSON R-IV,Missouri,2905760,http://WWW.BRANSON.K12.MO.US/
BRANSON REORGANIZED SCHOOL DISTRICT NO. 82,Colorado,0802520,http://www.bransonschoolonline.com/
BRANTLEY COUNTY,Georgia,1300480,NA
BRANTWOOD CHILDRENS HOME,Alabama,0100040,NA
BRASHER FALLS CENTRAL SCHOOL DISTRICT,New York,3627960,http://www.bfcsd.org
BRASS CITY CHARTER SCHOOL DIS,Connecticut,0900215,http://brasscity.org
BRATTLEBORO SCHOOL DISTRICT,Vermont,5002490,NA
BRATTLEBORO UHSD #6,Vermont,5002520,http://buhs.wsesu.org/
BRAWLEY ELEMENTARY,California,0605790,http://www.besd.org
BRAWLEY UNION HIGH,California,0605820,http://www.brawleyhigh.org
BRAXTON COUNTY SCHOOLS,West Virginia,5400120,NA
BRAY-DOYLE,Oklahoma,4005340,http://www.braydoyle.k12.ok.us/
BRAYMER C-4,Missouri,2905820,http://braymerc4.net
BRAZOS ISD,Texas,4844470,http://www.brazosisd.net
BRAZOS RIVER CHARTER SCHOOL,Texas,4800214,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,Texas,4800086,NA
BRAZOSPORT ISD,Texas,4811190,http://www.brazosportisd.net
BREA-OLINDA UNIFIED,California,0605880,http://www.bousd.k12.ca.us
BREAKING BARRIERS ALTERNATIVE ED/HENRY CO,Virginia,5100099,NA
BREAKTHROUGH MONTESSORI PCS,DISTRICT OF COLUMBIA,1100104,http://www.breakthroughmontessori.org/
BREATHITT COUNTY,Kentucky,2100690,NA
BRECKENRIDGE COMMUNITY SCHOOLS,Michigan,2606630,http://breckhuskies.org
BRECKENRIDGE ISD,Texas,4811220,http://www.breckenridgeisd.org
BRECKENRIDGE PUBLIC SCHOOL DISTRICT,Minnesota,2706150,http://www.breckenridge.k12.mn.us
BRECKENRIDGE R-I,Missouri,2905850,NA
BRECKINRIDGE COUNTY,Kentucky,2100720,NA
BRECKSVILLE-BROADVIEW HEIGHTS CITY,Ohio,3904364,http://www.bbhcsd.org/
BREESE ESD 12,Illinois,1707010,NA
BREITUNG TOWNSHIP SCHOOL DISTRICT,Michigan,2606720,http://kingsford.org
BREMEN CHSD 228,Illinois,1707050,NA
BREMEN CITY,Georgia,1300510,http://www.bremencs.com
BREMEN PUBLIC SCHOOLS,Indiana,1800900,http://www.bps.k12.in.us/
BREMEN PUBLIC SCHOOLS,Maine,2303480,http://www.aos93.org
BREMERTON SCHOOL DISTRICT,Washington,5300660,http://www.bremertonschools.org
BREMOND ISD,Texas,4811250,http://www.bremondisd.net
BRENHAM ISD,Texas,4811280,http://www.brenhamisd.net
BRENTWOOD,Missouri,2905880,http://www.brentwoodmoschools.org
BRENTWOOD BOROUGH SD,Pennsylvania,4204140,http://www.bb-sd.com
BRENTWOOD SCHOOL DISTRICT,New Hampshire,3302010,NA
BRENTWOOD UNION ELEMENTARY,California,0605910,http://www.brentwood.k12.ca.us
BRENTWOOD UNION FREE SCHOOL DISTRICT,New York,3605280,http://www.brentwood.k12.ny.us
BRET HARTE UNION HIGH,California,0605940,http://bhuhsd-ca.schoolloop.com/
BREVARD,Florida,1200150,http://www.brevardschools.org
BREVARD ACADEMY,North Carolina,3700068,http://brevard.teamcfa.org/
BREWER PUBLIC SCHOOLS,Maine,2303510,http://www.breweredu.org
BREWERPORCH CHILDRENS CENTER,Alabama,0100021,NA
BREWSTER,Kansas,2004080,http://www.usd314.weebly.com
BREWSTER,Massachusetts,2502970,http://nausetschools.org
BREWSTER CENTRAL SCHOOL DISTRICT,New York,3605310,http://www.brewsterschools.org
BREWSTER SCHOOL DISTRICT,Washington,5300690,http://www.brewster.wednet.edu
BREWTON CITY,Alabama,0100450,http://www.brewtoncityschools.org/
BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,New York,3605340,http://www.briarcliffschools.org
BRICK TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3402220,http://www.brickschools.org
BRICOLAGE ACADEMY,LOUISIANA,2200289,NA
BRIDGE ACADEMY,Michigan,2600306,NA
BRIDGE BOSTON CHARTER SCHOOL (DISTRICT),Massachusetts,2500527,http://www.bridgebostoncharterschool.org
BRIDGE CITY ISD,Texas,4811310,http://www.bridgecityisd.net
BRIDGE CREEK,Oklahoma,4005400,http://www.bridgecreek.k12.ok.us
BRIDGE GATE COMMUNITY SCHOOL,OHIO,3901582,NA
BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,New York,3605370,http://www.bridgehampton.k12.ny.us
BRIDGEPORT ACHIEVEMENT FIRST,Connecticut,0900208,NA
BRIDGEPORT EXEMPTED VILLAGE,Ohio,3904523,http://www.bevs.k12.oh.us/
BRIDGEPORT ISD,Texas,4811340,http://www.bridgeportisd.net
BRIDGEPORT PUBLIC SCHOOLS,Nebraska,3100105,NA
BRIDGEPORT SCHOOL DISTRICT,Connecticut,0900450,http://www.bridgeportedu.com/
BRIDGEPORT SCHOOL DISTRICT,Washington,5300720,http://www.bridgeport.wednet.edu
BRIDGEPORT-SPAULDING COMMUNITY SCHOOL DISTRICT,Michigan,2606780,http://www.bscs.k12.mi.us
BRIDGER K-12 SCHOOLS,Montana,3004800,http://www.bridgerscouts.org
BRIDGES ACADEMY,North Carolina,3700041,http://www.bridgesacademync.com
BRIDGES COMMUNITY ACADEMY,Ohio,3900502,http://bcatiffin.org
BRIDGES PCS,District of Columbia,1100055,http://www.bridgespcs.org
BRIDGETON CITY SCHOOL DISTRICT,New Jersey,3402250,http://www.Bridgeton.k12.nj.us
BRIDGETON PUBLIC CHARTER SCHOOL,NEW JERSEY,3400782,http://www.bridgetonpubliccharterschool.org
BRIDGEVILLE ELEMENTARY,California,0606000,http://www.humboldt.k12.ca.us/bridgeville_sd
BRIDGEWATER PUBLIC SCHOOLS,Maine,2300004,NA
BRIDGEWATER SCHOOL DISTRICT,Vermont,5002580,NA
BRIDGEWATER-EMERY 30-3,South Dakota,4621420,http://www.bridgewater-emery.k12.sd.us
BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,New Jersey,3402280,http://brrsd.org
BRIDGEWATER-RAYNHAM,Massachusetts,2503030,http://www.bridge-rayn.org
BRIDGEWATER/POMFRET JOINT CONTRACT SCHOOL DISTRICT,VERMONT,5000389,NA
BRIDGEWAY PREPARATORY ACADEMY,TEXAS,4801462,NA
BRIDGING COMMUNITIES REG CTE CENTER,Virginia,5100255,http://www.bridgingcommunities.12.va.us
BRIDGMAN PUBLIC SCHOOLS,Michigan,2606840,http://www.bridgmanschools.com
BRIELLE BORO SCHOOL DISTRICT,New Jersey,3402310,http://www.brielle.k12.nj.us
BRIGANTINE PUBLIC SCHOOL DISTRICT,New Jersey,3402340,http://www.brigantineschools.org
BRIGGS,Oklahoma,4005430,http://www.briggs.k12.ok.us
BRIGGS ELEMENTARY,California,0606030,http://www.briggsesd.org
BRIGHT BEGINNINGS SCHOOL  INC.,Arizona,0400071,http://www.bbschl.com
BRIGHT LOCAL,Ohio,3904761,http://www.brightlocalschools.com
BRIGHT WATER ELEMENTARY,Minnesota,2700316,http://www.brightwatermontessori.org
BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,New York,3600032,http://www.brighterchoice.org
BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,New York,3600033,http://www.brighterchoice.org
BRIGHTON #1 SCHOOL DISTRICT,Wisconsin,5501650,http://www.brightonschool.net
BRIGHTON AREA SCHOOLS,Michigan,2606870,http://www.bas.k12.mi.us
BRIGHTON CENTRAL SCHOOL DISTRICT,New York,3605460,NA
BRIGHTON PLT SCHOOL DEPARTMENT,Maine,2314811,NA
BRIGHTON SCHOOL DISTRICT,Vermont,5002610,NA
BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,New York,3601108,http://brillacollegeprep.org
BRILLA COLLEGE PREPARATORY CHARTER SCHOOL VERITAS,NEW YORK,3601165,NA
BRILLION SCHOOL DISTRICT,Wisconsin,5501680,http://www.brillion.k12.wi.us
BRIMFIELD,Massachusetts,2503060,http://www.tantasqua.org
BRIMFIELD CUSD 309,Illinois,1707200,NA
BRIMLEY AREA SCHOOLS,Michigan,2606900,http://www.eup.k12.mi.us/brimley
BRINKLEY SCHOOL DISTRICT,Arkansas,0503630,http://www.brinkleyschools.com
BRINNON SCHOOL DISTRICT,Washington,5300750,http://www.bsd46.org
BRISBANE ELEMENTARY,California,0606060,http://www.brisbanesd.org
BRISTOL,Tennessee,4700360,http://www.btcs.org/
BRISTOL #1 SCHOOL DISTRICT,Wisconsin,5501710,http://www.bristol.k12.wi.us
BRISTOL BAY BOROUGH SCHOOL DISTRICT,Alaska,0200030,http://www.bbbsd.net
BRISTOL BOROUGH SD,Pennsylvania,4204200,http://www.bbsd.org
BRISTOL CITY PBLC SCHS,Virginia,5100450,http://www.bvps.org
BRISTOL COUNTY AGRICULTURAL,Massachusetts,2503070,http://www.bcahs.com
BRISTOL LOCAL,Ohio,3905011,http://www.bristol.k12.oh.us/
BRISTOL PUBLIC SCHOOLS,Maine,2303600,http://www.aos93.org
BRISTOL SCHOOL DISTRICT,Connecticut,0900510,http://www.bristol.k12.ct.us/
BRISTOL SCHOOL DISTRICT,Vermont,5002640,NA
